{'Multi-pitch': 0.44848484848484854, 'Voice': 0.6597222222222222, 'Meter': 0.3076923076923077, 'Value': 0.5694135986134652, 'Harmony': 0.0, 'MV2H': 0.3970625954025687}
{'Multi-pitch': 0.9791666666666666, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9291666666666666}
{'Multi-pitch': 0.9350649350649352, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9203463203463205}
{'Multi-pitch': 0.6588235294117646, 'Voice': 0.9825870646766168, 'Meter': 0.24358974358974356, 'Value': 0.9419136878814298, 'Harmony': 1.0, 'MV2H': 0.7653828051119109}
{'Multi-pitch': 0.4347826086956522, 'Voice': 1.0, 'Meter': 0.30000000000000004, 'Value': 0.9421252371916509, 'Harmony': 1.0, 'MV2H': 0.7353815691774607}
{'Multi-pitch': 0.546218487394958, 'Voice': 0.9818181818181818, 'Meter': 0.1264367816091954, 'Value': 0.9451464394162014, 'Harmony': 1.0, 'MV2H': 0.7199239780477072}
{'Multi-pitch': 0.8865979381443299, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9106529209621993}
{'Multi-pitch': 0.989010989010989, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.931135531135531}
{'Multi-pitch': 0.9908256880733944, 'Voice': 1.0, 'Meter': 0.636085626911315, 'Value': 0.976833258961773, 'Harmony': 1.0, 'MV2H': 0.9207489147892964}
{'Multi-pitch': 0.9538461538461539, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.924102564102564}
{'Multi-pitch': 0.9275362318840579, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 0.9583055370246831, 'Harmony': 1.0, 'MV2H': 0.9105016871150816}
{'Multi-pitch': 0.5098039215686274, 'Voice': 0.8476190476190476, 'Meter': 0.18487394957983194, 'Value': 0.7997590361445782, 'Harmony': 1.0, 'MV2H': 0.6684111909824171}
{'Multi-pitch': 0.7428571428571428, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.881904761904762}
{'Multi-pitch': 0.9861111111111112, 'Voice': 0.9848484848484849, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9275252525252526}
{'Multi-pitch': 1.0, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9333333333333332}
{'Multi-pitch': 0.0, 'Voice': 0.0, 'Meter': 0.0, 'Value': 0.0, 'Harmony': 0.0, 'MV2H': 0.0}
{'Multi-pitch': 0.6717557251908397, 'Voice': 0.9833333333333333, 'Meter': 0.1206896551724138, 'Value': 0.971516393442623, 'Harmony': 1.0, 'MV2H': 0.7494590214278419}
{'Multi-pitch': 0.9268292682926829, 'Voice': 0.9230769230769231, 'Meter': 0.5833333333333334, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.8866479049405879}
{'Multi-pitch': 0.6976744186046512, 'Voice': 0.946808510638298, 'Meter': 0.5411764705882353, 'Value': 0.9896042084168336, 'Harmony': 1.0, 'MV2H': 0.8350527216496036}
{'Multi-pitch': 0.968421052631579, 'Voice': 1.0, 'Meter': 0.5329153605015674, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9002672826266291}
{'Multi-pitch': 0.7515923566878983, 'Voice': 1.0, 'Meter': 0.17073170731707316, 'Value': 0.9911790017211705, 'Harmony': 1.0, 'MV2H': 0.7827006131452283}
{'Multi-pitch': 0.9850746268656716, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9303482587064676}
{'Multi-pitch': 0.5321100917431193, 'Voice': 1.0, 'Meter': 0.2931937172774869, 'Value': 0.8268672284327689, 'Harmony': 1.0, 'MV2H': 0.7304342074906749}
{'Multi-pitch': 0.8708133971291866, 'Voice': 0.9613526570048311, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.8997665441601368}
{'Multi-pitch': 0.7027027027027027, 'Voice': 1.0, 'Meter': 0.5641025641025641, 'Value': 0.9822504302925991, 'Harmony': 1.0, 'MV2H': 0.8498111394195732}
{'Multi-pitch': 0.8148148148148148, 'Voice': 1.0, 'Meter': 0.6190476190476191, 'Value': 0.9803921568627451, 'Harmony': 1.0, 'MV2H': 0.8828509181450357}
{'Multi-pitch': 0.9790794979079498, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9291492329149232}
{'Multi-pitch': 0.9677419354838709, 'Voice': 1.0, 'Meter': 0.5384615384615384, 'Value': 0.994199207696661, 'Harmony': 1.0, 'MV2H': 0.900080536328414}
{'Multi-pitch': 0.4705882352941176, 'Voice': 0.9736842105263158, 'Meter': 0.02054794520547945, 'Value': 0.9282708910590926, 'Harmony': 0.0, 'MV2H': 0.4786182564170011}
{'Multi-pitch': 0.8068669527896997, 'Voice': 1.0, 'Meter': 0.19753086419753085, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.8008795633974461}
{'Multi-pitch': 0.9049773755656109, 'Voice': 1.0, 'Meter': 0.34188034188034183, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.8493715434891905}
{'Multi-pitch': 0.7875647668393784, 'Voice': 0.8904109589041096, 'Meter': 0.2981818181818182, 'Value': 0.9618252616862238, 'Harmony': 1.0, 'MV2H': 0.787596561122306}
{'Multi-pitch': 0.3047619047619048, 'Voice': 0.8055555555555555, 'Meter': 0.5269461077844312, 'Value': 0.8340026773761714, 'Harmony': 1.0, 'MV2H': 0.6942532490956126}
{'Multi-pitch': 0.9117647058823528, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9156862745098039}
{'Multi-pitch': 0.5897435897435898, 'Voice': 0.9523809523809523, 'Meter': 0.41481481481481486, 'Value': 0.8159164528272637, 'Harmony': 1.0, 'MV2H': 0.7545711619533242}
{'Multi-pitch': 0.5680933852140078, 'Voice': 0.8656716417910447, 'Meter': 0.13333333333333333, 'Value': 0.9859972677595629, 'Harmony': 1.0, 'MV2H': 0.7106191256195897}
{'Multi-pitch': 0.5753424657534246, 'Voice': 0.9722222222222222, 'Meter': 0.014705882352941176, 'Value': 0.8702961478512581, 'Harmony': 1.0, 'MV2H': 0.6865133436359692}
{'Multi-pitch': 0.4285714285714285, 'Voice': 1.0, 'Meter': 0.0, 'Value': 0.8666666666666667, 'Harmony': 1.0, 'MV2H': 0.659047619047619}
{'Multi-pitch': 0.8440366972477065, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9021406727828747}
{'Multi-pitch': 0.023529411764705882, 'Voice': 0.0, 'Meter': 0.10752688172043011, 'Value': 0.5020080321285141, 'Harmony': 0.0, 'MV2H': 0.12661286512273}
{'Multi-pitch': 0.9066666666666667, 'Voice': 1.0, 'Meter': 0.5384615384615384, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.889025641025641}
{'Multi-pitch': 0.7999999999999999, 'Voice': 0.9811320754716981, 'Meter': 0.09649122807017545, 'Value': 0.9330493000608643, 'Harmony': 0.5, 'MV2H': 0.6621345207205476}
{'Multi-pitch': 0.8448275862068966, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 0.9744710742518805, 'Harmony': 1.0, 'MV2H': 0.8971930654250887}
{'Multi-pitch': 0.8941176470588235, 'Voice': 1.0, 'Meter': 0.6153846153846155, 'Value': 0.9878476465125373, 'Harmony': 1.0, 'MV2H': 0.8994699817911952}
{'Multi-pitch': 0.5098039215686275, 'Voice': 1.0, 'Meter': 0.3, 'Value': 0.9547280029207741, 'Harmony': 1.0, 'MV2H': 0.7529063848978803}
{'Multi-pitch': 0.85, 'Voice': 1.0, 'Meter': 0.23655913978494622, 'Value': 0.988274730801765, 'Harmony': 1.0, 'MV2H': 0.8149667741173422}
{'Multi-pitch': 0.8857142857142858, 'Voice': 1.0, 'Meter': 0.5, 'Value': 0.966833801471752, 'Harmony': 1.0, 'MV2H': 0.8705096174372076}
{'Multi-pitch': 0.7782426778242677, 'Voice': 1.0, 'Meter': 0.208955223880597, 'Value': 0.9744295830055075, 'Harmony': 1.0, 'MV2H': 0.7923254969420744}
{'Multi-pitch': 0.6, 'Voice': 0.9615384615384616, 'Meter': 0.16216216216216214, 'Value': 0.9475541462035827, 'Harmony': 1.0, 'MV2H': 0.7342509539808413}
{'Multi-pitch': 0.9540229885057472, 'Voice': 0.9795918367346939, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9200562983814216}
{'Multi-pitch': 0.5901639344262295, 'Voice': 0.8787878787878788, 'Meter': 0.5419354838709677, 'Value': 0.9760363654178031, 'Harmony': 1.0, 'MV2H': 0.7973847325005758}
{'Multi-pitch': 0.8108108108108109, 'Voice': 1.0, 'Meter': 0.291970802919708, 'Value': 0.871275783040489, 'Harmony': 1.0, 'MV2H': 0.7948114793542016}
{'Multi-pitch': 0.09345794392523364, 'Voice': 1.0, 'Meter': 0.048, 'Value': 0.5993975903614458, 'Harmony': 0.5, 'MV2H': 0.4481711068573359}
{'Multi-pitch': 0.7411167512690355, 'Voice': 0.9351851851851852, 'Meter': 0.35714285714285715, 'Value': 0.988265562248996, 'Harmony': 1.0, 'MV2H': 0.8043420711692149}
{'Multi-pitch': 0.11920529801324505, 'Voice': 1.0, 'Meter': 0.01694915254237288, 'Value': 0.5906113537117904, 'Harmony': 0.0, 'MV2H': 0.3453531608534816}
{'Multi-pitch': 0.3636363636363636, 'Voice': 0.24444444444444444, 'Meter': 0.32653061224489793, 'Value': 0.874749498997996, 'Harmony': 1.0, 'MV2H': 0.5618721838647404}
{'Multi-pitch': 0.5185185185185186, 'Voice': 1.0, 'Meter': 0.6, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.8237037037037037}
{'Multi-pitch': 0.7710843373493975, 'Voice': 0.8846153846153846, 'Meter': 0.32, 'Value': 0.984992496248124, 'Harmony': 1.0, 'MV2H': 0.7921384436425812}
{'Multi-pitch': 0.6534653465346535, 'Voice': 1.0, 'Meter': 0.2745098039215686, 'Value': 0.7258902872896114, 'Harmony': 0.0, 'MV2H': 0.5307730875491667}
{'Multi-pitch': 0.6153846153846153, 'Voice': 0.8928571428571428, 'Meter': 0.38333333333333336, 'Value': 0.926829268292683, 'Harmony': 1.0, 'MV2H': 0.7636808719735548}
{'Multi-pitch': 0.5853658536585366, 'Voice': 0.7692307692307693, 'Meter': 0.47368421052631576, 'Value': 0.7668005354752343, 'Harmony': 1.0, 'MV2H': 0.7190162737781712}
{'Multi-pitch': 0.9456521739130435, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.922463768115942}
{'Multi-pitch': 1.0, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9333333333333332}
{'Multi-pitch': 0.7734806629834253, 'Voice': 1.0, 'Meter': 0.4943820224719101, 'Value': 0.9656685955043605, 'Harmony': 1.0, 'MV2H': 0.8467062561919392}
{'Multi-pitch': 0.7764705882352941, 'Voice': 1.0, 'Meter': 0.35, 'Value': 0.9712701612903226, 'Harmony': 1.0, 'MV2H': 0.8195481499051234}
{'Multi-pitch': 0.6666666666666666, 'Voice': 1.0, 'Meter': 0.30392156862745096, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.7941176470588236}
{'Multi-pitch': 0.8958333333333334, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9125}
{'Multi-pitch': 0.9577464788732395, 'Voice': 1.0, 'Meter': 0.55, 'Value': 0.9696969696969697, 'Harmony': 1.0, 'MV2H': 0.8954886897140419}
{'Multi-pitch': 0.5050505050505051, 'Voice': 0.8915662650602408, 'Meter': 0.1188118811881188, 'Value': 0.9379884821061291, 'Harmony': 1.0, 'MV2H': 0.6906834266809987}
{'Multi-pitch': 0.9264705882352942, 'Voice': 0.975609756097561, 'Meter': 0.5581395348837209, 'Value': 0.942528735632184, 'Harmony': 1.0, 'MV2H': 0.8805497229697519}
{'Multi-pitch': 0.888888888888889, 'Voice': 1.0, 'Meter': 0.6, 'Value': 0.9655634646684893, 'Harmony': 1.0, 'MV2H': 0.8908904707114758}
{'Multi-pitch': 0.8592592592592593, 'Voice': 1.0, 'Meter': 0.5, 'Value': 0.9807692307692307, 'Harmony': 1.0, 'MV2H': 0.868005698005698}
{'Multi-pitch': 0.3333333333333333, 'Voice': 0.6, 'Meter': 0.06837606837606838, 'Value': 0.8, 'Harmony': 1.0, 'MV2H': 0.5603418803418803}
{'Multi-pitch': 0.9565217391304348, 'Voice': 1.0, 'Meter': 0.47916666666666674, 'Value': 0.9805455588588119, 'Harmony': 1.0, 'MV2H': 0.8832467929311827}
{'Multi-pitch': 0.7769230769230769, 'Voice': 1.0, 'Meter': 0.5185185185185185, 'Value': 0.9912265154200638, 'Harmony': 1.0, 'MV2H': 0.8573336221723318}
{'Multi-pitch': 0.5116279069767442, 'Voice': 0.8571428571428571, 'Meter': 0.19298245614035087, 'Value': 0.967741935483871, 'Harmony': 1.0, 'MV2H': 0.7058990311487646}
{'Multi-pitch': 0.5245901639344263, 'Voice': 0.9615384615384616, 'Meter': 0.24444444444444446, 'Value': 0.8888888888888888, 'Harmony': 1.0, 'MV2H': 0.7238923917612443}
{'Multi-pitch': 0.0, 'Voice': 0.0, 'Meter': 0.0, 'Value': 0.0, 'Harmony': 0.0, 'MV2H': 0.0}
{'Multi-pitch': 0.6870229007633587, 'Voice': 0.9166666666666666, 'Meter': 0.5656565656565657, 'Value': 0.959405188320851, 'Harmony': 1.0, 'MV2H': 0.8257502642814885}
{'Multi-pitch': 0.9911504424778761, 'Voice': 1.0, 'Meter': 0.6025641025641025, 'Value': 0.9844075078273503, 'Harmony': 1.0, 'MV2H': 0.9156244105738658}
{'Multi-pitch': 1.0, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9333333333333332}
pass
{'Multi-pitch': 0.6597938144329897, 'Voice': 1.0, 'Meter': 0.19607843137254902, 'Value': 0.9199296470163505, 'Harmony': 0.5, 'MV2H': 0.6551603785643778}
{'Multi-pitch': 0.9838709677419354, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9301075268817204}
{'Multi-pitch': 0.5960264900662252, 'Voice': 0.7533333333333334, 'Meter': 0.3833333333333333, 'Value': 0.9446135068249696, 'Harmony': 1.0, 'MV2H': 0.7354613327115722}
{'Multi-pitch': 0.6, 'Voice': 0.8444444444444444, 'Meter': 0.3863636363636363, 'Value': 0.8891115564462257, 'Harmony': 0.5, 'MV2H': 0.6439839274508612}
{'Multi-pitch': 0.8, 'Voice': 1.0, 'Meter': 0.5, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.86}
{'Multi-pitch': 0.6956521739130435, 'Voice': 0.8571428571428571, 'Meter': 0.3333333333333333, 'Value': 0.9445557782231129, 'Harmony': 1.0, 'MV2H': 0.7661368285224693}
{'Multi-pitch': 0.7953667953667953, 'Voice': 1.0, 'Meter': 0.2873563218390805, 'Value': 0.9836738257377335, 'Harmony': 1.0, 'MV2H': 0.813279388588722}
{'Multi-pitch': 0.4, 'Voice': 1.0, 'Meter': 0.41558441558441556, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.7631168831168831}
{'Multi-pitch': 0.9411764705882353, 'Voice': 1.0, 'Meter': 0.625, 'Value': 1.0, 'Harmony': 0.0, 'MV2H': 0.7132352941176471}
{'Multi-pitch': 0.7391304347826088, 'Voice': 0.9320987654320988, 'Meter': 0.44999999999999996, 'Value': 0.9861111111111112, 'Harmony': 1.0, 'MV2H': 0.8214680622651638}
{'Multi-pitch': 0.8773584905660377, 'Voice': 1.0, 'Meter': 0.6025641025641025, 'Value': 0.9943181818181818, 'Harmony': 1.0, 'MV2H': 0.8948481549896645}
{'Multi-pitch': 0.0, 'Voice': 0.0, 'Meter': 0.0, 'Value': 0.0, 'Harmony': 0.0, 'MV2H': 0.0}
{'Multi-pitch': 0.5520833333333334, 'Voice': 0.6862745098039216, 'Meter': 0.2575757575757576, 'Value': 0.9647707979626484, 'Harmony': 0.5, 'MV2H': 0.5921408797351322}
{'Multi-pitch': 0.9518072289156626, 'Voice': 0.9870129870129869, 'Meter': 0.5512820512820512, 'Value': 0.9725834577699594, 'Harmony': 1.0, 'MV2H': 0.892537144996132}
{'Multi-pitch': 0.5, 'Voice': 0.6444444444444444, 'Meter': 0.1951219512195122, 'Value': 0.8028582957880807, 'Harmony': 1.0, 'MV2H': 0.6284849382904074}
{'Multi-pitch': 0.0, 'Voice': 0.0, 'Meter': 0.0, 'Value': 0.0, 'Harmony': 0.0, 'MV2H': 0.0}
{'Multi-pitch': 0.5524861878453039, 'Voice': 0.8617021276595745, 'Meter': 0.0, 'Value': 0.853100407701599, 'Harmony': 1.0, 'MV2H': 0.6534577446412955}
{'Multi-pitch': 0.537313432835821, 'Voice': 0.9615384615384616, 'Meter': 0.23214285714285715, 'Value': 0.8094760950472374, 'Harmony': 0.5, 'MV2H': 0.6080941693128754}
{'Multi-pitch': 0.4806201550387597, 'Voice': 1.0, 'Meter': 0.22972972972972974, 'Value': 0.917191337375273, 'Harmony': 1.0, 'MV2H': 0.7255082444287525}
{'Multi-pitch': 0.5686274509803921, 'Voice': 1.0, 'Meter': 0.5314009661835749, 'Value': 0.9428763440860215, 'Harmony': 1.0, 'MV2H': 0.8085809522499977}
{'Multi-pitch': 0.573529411764706, 'Voice': 0.918918918918919, 'Meter': 0.15894039735099338, 'Value': 0.9994072756908943, 'Harmony': 1.0, 'MV2H': 0.7301592007451025}
{'Multi-pitch': 0.9565217391304348, 'Voice': 0.9777777777777777, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9201932367149759}
{'Multi-pitch': 0.9304812834224598, 'Voice': 1.0, 'Meter': 0.5256410256410257, 'Value': 0.963855421686747, 'Harmony': 1.0, 'MV2H': 0.8839955461500466}
{'Multi-pitch': 0.7777777777777778, 'Voice': 0.8461538461538461, 'Meter': 0.5, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.8247863247863247}
{'Multi-pitch': 0.3132530120481928, 'Voice': 0.7393939393939393, 'Meter': 0.1111111111111111, 'Value': 0.7983532214984339, 'Harmony': 1.0, 'MV2H': 0.5924222568103354}
{'Multi-pitch': 0.6093189964157707, 'Voice': 0.9393939393939394, 'Meter': 0.14285714285714285, 'Value': 0.867404457785219, 'Harmony': 0.0, 'MV2H': 0.5117949072904144}
pass
{'Multi-pitch': 0.4444444444444444, 'Voice': 0.7500000000000001, 'Meter': 0.2077922077922078, 'Value': 0.9028612781117792, 'Harmony': 1.0, 'MV2H': 0.6610195860696864}
{'Multi-pitch': 0.8164794007490638, 'Voice': 1.0, 'Meter': 0.496969696969697, 'Value': 0.9869276244144439, 'Harmony': 1.0, 'MV2H': 0.8600753444266409}
{'Multi-pitch': 0.28571428571428575, 'Voice': 0.7142857142857143, 'Meter': 0.4042553191489362, 'Value': 0.7499073456378328, 'Harmony': 0.0, 'MV2H': 0.4308325329573538}
{'Multi-pitch': 0.8686868686868686, 'Voice': 1.0, 'Meter': 0.6153846153846155, 'Value': 0.9875502008032129, 'Harmony': 1.0, 'MV2H': 0.8943243369749393}
{'Multi-pitch': 0.923076923076923, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9179487179487179}
{'Multi-pitch': 0.0, 'Voice': 0.0, 'Meter': 0.0, 'Value': 0.0, 'Harmony': 0.0, 'MV2H': 0.0}
{'Multi-pitch': 0.8888888888888888, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9111111111111111}
{'Multi-pitch': 0.9133858267716536, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9160104986876639}
{'Multi-pitch': 0.8333333333333334, 'Voice': 1.0, 'Meter': 0.4121212121212121, 'Value': 0.9356134214276461, 'Harmony': 1.0, 'MV2H': 0.8362135933764383}
{'Multi-pitch': 0.5250000000000001, 'Voice': 1.0, 'Meter': 0.12048192771084337, 'Value': 0.5866408586547661, 'Harmony': 1.0, 'MV2H': 0.6464245572731219}
{'Multi-pitch': 0.0, 'Voice': 0.0, 'Meter': 0.0, 'Value': 0.0, 'Harmony': 0.0, 'MV2H': 0.0}
{'Multi-pitch': 0.9473684210526316, 'Voice': 0.9914529914529915, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9210976158344579}
{'Multi-pitch': 0.6233766233766234, 'Voice': 0.9523809523809523, 'Meter': 0.24242424242424243, 'Value': 0.8946838932568157, 'Harmony': 1.0, 'MV2H': 0.7425731422877269}
{'Multi-pitch': 1.0, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 0.9696868653187427, 'Harmony': 1.0, 'MV2H': 0.9272707063970819}
{'Multi-pitch': 0.5562913907284769, 'Voice': 0.7777777777777778, 'Meter': 0.11504424778761062, 'Value': 0.9066132264529057, 'Harmony': 1.0, 'MV2H': 0.6711453285493543}
{'Multi-pitch': 1.0, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9333333333333332}
{'Multi-pitch': 0.5106382978723404, 'Voice': 0.6677248677248677, 'Meter': 0.5, 'Value': 0.9750501002004007, 'Harmony': 1.0, 'MV2H': 0.7306826531595217}
{'Multi-pitch': 0.775, 'Voice': 0.8686868686868687, 'Meter': 0.3055555555555555, 'Value': 0.903642849631212, 'Harmony': 1.0, 'MV2H': 0.7705770547747273}
{'Multi-pitch': 1.0, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9333333333333332}
{'Multi-pitch': 0.9716981132075471, 'Voice': 1.0, 'Meter': 0.5897435897435898, 'Value': 0.99, 'Harmony': 1.0, 'MV2H': 0.9102883405902273}
{'Multi-pitch': 0.6458333333333333, 'Voice': 0.793103448275862, 'Meter': 0.10256410256410257, 'Value': 1.0, 'Harmony': 0.5, 'MV2H': 0.6083001768346595}
{'Multi-pitch': 0.9655172413793104, 'Voice': 0.9855855855855856, 'Meter': 0.6666666666666666, 'Value': 0.990872581234027, 'Harmony': 1.0, 'MV2H': 0.921728414973118}
{'Multi-pitch': 1.0, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9333333333333332}
pass
{'Multi-pitch': 0.6823529411764706, 'Voice': 0.9166666666666666, 'Meter': 0.5256410256410257, 'Value': 0.9130434782608695, 'Harmony': 1.0, 'MV2H': 0.8075408223490065}
{'Multi-pitch': 0.9342105263157894, 'Voice': 0.9841269841269842, 'Meter': 0.4806201550387597, 'Value': 0.8971229600213568, 'Harmony': 1.0, 'MV2H': 0.8592161251005781}
{'Multi-pitch': 0.9146341463414636, 'Voice': 0.9863013698630136, 'Meter': 0.6153846153846155, 'Value': 0.9904377880184332, 'Harmony': 1.0, 'MV2H': 0.9013515839215053}
{'Multi-pitch': 0.7639484978540771, 'Voice': 0.9354838709677419, 'Meter': 0.1875, 'Value': 0.9607843137254899, 'Harmony': 0.0, 'MV2H': 0.5695433365094618}
{'Multi-pitch': 0.75, 'Voice': 1.0, 'Meter': 0.5128205128205128, 'Value': 0.9622641509433962, 'Harmony': 1.0, 'MV2H': 0.8450169327527817}
{'Multi-pitch': 0.29457364341085274, 'Voice': 0.7058823529411765, 'Meter': 0.23076923076923078, 'Value': 0.7780571736395029, 'Harmony': 1.0, 'MV2H': 0.6018564801521527}
{'Multi-pitch': 0.8905109489051094, 'Voice': 1.0, 'Meter': 0.5974025974025974, 'Value': 0.9929396662387676, 'Harmony': 1.0, 'MV2H': 0.8961706425092949}
{'Multi-pitch': 0.888888888888889, 'Voice': 0.9142857142857143, 'Meter': 0.27848101265822783, 'Value': 0.4375, 'Harmony': 1.0, 'MV2H': 0.7038311231665662}
{'Multi-pitch': 0.550561797752809, 'Voice': 0.8055555555555556, 'Meter': 0.24817518248175185, 'Value': 0.9714285714285714, 'Harmony': 1.0, 'MV2H': 0.7151442214437376}
{'Multi-pitch': 0.0, 'Voice': 0.0, 'Meter': 0.0, 'Value': 0.0, 'Harmony': 0.0, 'MV2H': 0.0}
{'Multi-pitch': 0.6842105263157895, 'Voice': 0.88, 'Meter': 0.3880597014925373, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.7904540455616653}
{'Multi-pitch': 0.761904761904762, 'Voice': 0.9545454545454545, 'Meter': 0.6666666666666666, 'Value': 0.9848282558562932, 'Harmony': 1.0, 'MV2H': 0.8735890277946353}
{'Multi-pitch': 0.0, 'Voice': 0.0, 'Meter': 0.0, 'Value': 0.0, 'Harmony': 0.0, 'MV2H': 0.0}
{'Multi-pitch': 0.4927536231884058, 'Voice': 0.96, 'Meter': 0.1111111111111111, 'Value': 0.9556451612903224, 'Harmony': 1.0, 'MV2H': 0.7039019791179679}
{'Multi-pitch': 0.8765432098765432, 'Voice': 1.0, 'Meter': 0.2285714285714286, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.8210229276895944}
{'Multi-pitch': 0.9661016949152542, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9265536723163841}
{'Multi-pitch': 0.568, 'Voice': 1.0, 'Meter': 0.08552631578947369, 'Value': 0.9698275862068966, 'Harmony': 1.0, 'MV2H': 0.724670780399274}
{'Multi-pitch': 0.9702970297029703, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9273927392739274}
{'Multi-pitch': 0.963855421686747, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9261044176706827}
{'Multi-pitch': 0.4824902723735409, 'Voice': 0.945578231292517, 'Meter': 0.06722689075630252, 'Value': 0.8392786833608945, 'Harmony': 1.0, 'MV2H': 0.666914815556651}
{'Multi-pitch': 0.62, 'Voice': 0.9508196721311475, 'Meter': 0.03205128205128205, 'Value': 0.9905660377358491, 'Harmony': 0.0, 'MV2H': 0.5186873983836556}
{'Multi-pitch': 0.5714285714285715, 'Voice': 0.7647058823529411, 'Meter': 0.3350253807106599, 'Value': 0.8076538076538077, 'Harmony': 1.0, 'MV2H': 0.6957627284291961}
{'Multi-pitch': 0.6666666666666666, 'Voice': 0.9814814814814815, 'Meter': 0.521072796934866, 'Value': 0.9895833333333334, 'Harmony': 1.0, 'MV2H': 0.8317608556832695}
{'Multi-pitch': 0.9813664596273292, 'Voice': 0.979591836734694, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.925524992605738}
{'Multi-pitch': 1.0, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9333333333333332}
